Attributes,High,High,Low,Low,Open,Open,Close,Close,Volume,Volume,Adj Close,Adj Close
Symbols,INTC,TSLA,INTC,TSLA,INTC,TSLA,INTC,TSLA,INTC,TSLA,INTC,TSLA
Date,,,,,,,,,,,,
2018-06-11,55.09000015258789,334.6600036621094,54.2599983215332,322.5,54.79999923706055,322.510009765625,54.52000045776367,332.1000061035156,25752400.0,13183500.0,53.186614990234375,332.1000061035156
2018-06-12,55.029998779296875,354.9700012207031,54.220001220703125,338.0,54.869998931884766,344.70001220703125,54.81999969482422,342.7699890136719,23294900.0,22347400.0,53.47928237915039,342.7699890136719
2018-06-13,55.70000076293945,347.20001220703125,54.90999984741211,339.79998779296875,54.97999954223633,346.7099914550781,55.029998779296875,344.7799987792969,22631400.0,9469800.0,53.68414306640625,344.7799987792969
2018-06-14,55.86000061035156,358.75,55.18000030517578,346.6000061035156,55.45000076293945,347.6300048828125,55.540000915527344,357.7200012207031,23419800.0,10981000.0,54.181671142578125,357.7200012207031
2018-06-15,55.380001068115234,364.6700134277344,54.58000183105469,351.25,55.16999816894531,353.8399963378906,55.11000061035156,358.1700134277344,39194700.0,10848300.0,53.76218795776367,358.1700134277344
2018-06-18,54.29999923706055,373.7300109863281,52.34000015258789,354.5,54.29999923706055,355.3999938964844,53.220001220703125,370.8299865722656,40764400.0,12073200.0,51.91841125488281,370.8299865722656
2018-06-19,52.95000076293945,370.0,51.880001068115234,346.25,52.13999938964844,365.1600036621094,52.93000030517578,352.54998779296875,31780900.0,12761900.0,51.635501861572266,352.54998779296875
2018-06-20,53.75,364.3800048828125,52.689998626708984,352.0,53.189998626708984,358.0400085449219,53.459999084472656,362.2200012207031,21403000.0,8383700.0,52.15254211425781,362.2200012207031
2018-06-21,54.529998779296875,366.2099914550781,51.939998626708984,346.2699890136719,54.380001068115234,362.0,52.189998626708984,347.510009765625,44435600.0,7967100.0,50.91360092163086,347.510009765625
2018-06-22,53.09000015258789,352.25,52.29999923706055,332.0,52.619998931884766,351.5400085449219,52.5,333.6300048828125,34682100.0,10266100.0,51.21601867675781,333.6300048828125
2018-06-25,51.75,338.4700012207031,49.90999984741211,327.5,51.16999816894531,330.1199951171875,50.709999084472656,333.010009765625,45356500.0,6931300.0,49.46979904174805,333.010009765625
2018-06-26,50.40999984741211,343.54998779296875,49.36000061035156,325.79998779296875,49.95000076293945,336.04998779296875,49.66999816894531,342.0,37543000.0,7452500.0,48.455230712890625,342.0
2018-06-27,50.060001373291016,350.7900085449219,48.75,339.5,49.34000015258789,345.0,48.7599983215332,344.5,33338800.0,8333700.0,47.567481994628906,344.5
2018-06-28,49.4900016784668,357.0199890136719,48.5,346.1099853515625,48.58000183105469,348.6600036621094,49.25,349.92999267578125,29055700.0,8398000.0,48.04549789428711,349.92999267578125
2018-06-29,50.11000061035156,353.8599853515625,49.5,342.4100036621094,49.529998779296875,353.3299865722656,49.709999084472656,342.95001220703125,28906500.0,6492400.0,48.4942512512207,342.95001220703125
2018-07-02,50.27000045776367,364.7799987792969,48.83000183105469,329.8500061035156,49.040000915527344,360.07000732421875,50.20000076293945,335.07000732421875,23755500.0,18759800.0,48.97227096557617,335.07000732421875
2018-07-03,50.86000061035156,332.489990234375,49.43000030517578,309.69000244140625,50.58000183105469,331.75,49.470001220703125,310.8599853515625,16327900.0,12282600.0,48.26012420654297,310.8599853515625
2018-07-05,50.959999084472656,314.3900146484375,49.75,296.2200012207031,49.97999954223633,313.760009765625,50.75,309.1600036621094,26163500.0,17476400.0,49.508819580078125,309.1600036621094
2018-07-06,51.5,312.07000732421875,50.400001525878906,302.0,50.77000045776367,304.95001220703125,51.369998931884766,308.8999938964844,19968000.0,8865500.0,50.11365509033203,308.8999938964844
2018-07-09,51.88999938964844,318.5199890136719,51.0,308.0,51.63999938964844,311.989990234375,51.86000061035156,318.510009765625,21361600.0,7596800.0,50.5916748046875,318.510009765625
2018-07-10,52.2599983215332,327.67999267578125,51.84000015258789,319.20001220703125,52.099998474121094,324.55999755859375,52.15999984741211,322.4700012207031,17362900.0,9471500.0,50.884334564208984,322.4700012207031
2018-07-11,51.869998931884766,321.94000244140625,51.189998626708984,315.07000732421875,51.689998626708984,315.79998779296875,51.20000076293945,318.9599914550781,18665600.0,4884100.0,49.947818756103516,318.9599914550781
2018-07-12,52.47999954223633,323.2300109863281,51.72999954223633,312.7699890136719,52.04999923706055,321.42999267578125,52.349998474121094,316.7099914550781,20292700.0,5721200.0,51.06968688964844,316.7099914550781
2018-07-13,52.41999816894531,319.5799865722656,51.7599983215332,309.25,52.400001525878906,315.5799865722656,52.220001220703125,318.8699951171875,13749300.0,5869800.0,50.94286346435547,318.8699951171875
2018-07-16,52.31999969482422,315.1600036621094,51.869998931884766,306.25,52.150001525878906,311.7099914550781,52.0099983215332,310.1000061035156,15951500.0,7818700.0,50.73800277709961,310.1000061035156
2018-07-17,51.880001068115234,324.739990234375,51.0099983215332,308.5,51.04999923706055,308.80999755859375,51.75,322.69000244140625,15754500.0,6996200.0,50.48435974121094,322.69000244140625
2018-07-18,51.970001220703125,325.5,51.470001220703125,316.25,51.869998931884766,325.0,51.720001220703125,323.8500061035156,14649000.0,5624200.0,50.45509338378906,323.8500061035156
2018-07-19,52.0099983215332,323.5400085449219,51.04999923706055,314.010009765625,51.599998474121094,316.3299865722656,51.97999954223633,320.2300109863281,15954600.0,5915300.0,50.708740234375,320.2300109863281
2018-07-20,52.06999969482422,323.239990234375,51.33000183105469,311.7099914550781,51.83000183105469,321.2300109863281,51.90999984741211,313.5799865722656,17380500.0,5162200.0,50.64044952392578,313.5799865722656
2018-07-23,52.5,305.5,51.33000183105469,292.8599853515625,51.77000045776367,301.8399963378906,52.310001373291016,303.20001220703125,15945500.0,10992900.0,51.03066635131836,303.20001220703125
2018-07-24,53.29999923706055,307.7200012207031,52.08000183105469,292.54998779296875,52.7599983215332,304.4200134277344,52.18000030517578,297.42999267578125,17788700.0,9590800.0,50.90385055541992,297.42999267578125
2018-07-25,52.45000076293945,309.6199951171875,51.09000015258789,294.5,52.209999084472656,296.739990234375,52.43000030517578,308.739990234375,19854800.0,7075400.0,51.14773178100586,308.739990234375
2018-07-26,53.18000030517578,310.70001220703125,51.869998931884766,303.6400146484375,52.45000076293945,304.8500061035156,52.15999984741211,306.6499938964844,28282500.0,4630500.0,50.884334564208984,306.6499938964844
2018-07-27,49.20000076293945,307.69000244140625,47.47999954223633,295.3399963378906,48.7599983215332,307.25,47.68000030517578,297.17999267578125,67816700.0,5703300.0,46.51389694213867,297.17999267578125
2018-07-30,47.9900016784668,296.1000061035156,46.43000030517578,286.1300048828125,47.630001068115234,295.8999938964844,47.689998626708984,290.1700134277344,35696600.0,6814100.0,46.52365493774414,290.1700134277344
2018-07-31,48.68000030517578,298.32000732421875,47.689998626708984,289.07000732421875,48.2400016784668,292.25,48.099998474121094,298.1400146484375,36581200.0,5076900.0,46.92362594604492,298.1400146484375
2018-08-01,48.90999984741211,303.0,48.0,293.0,48.060001373291016,297.989990234375,48.810001373291016,300.8399963378906,28060700.0,10129400.0,47.616268157958984,300.8399963378906
2018-08-02,49.52000045776367,349.989990234375,48.20000076293945,323.1600036621094,48.5,328.44000244140625,49.47999954223633,349.5400085449219,26452500.0,23215000.0,48.26987838745117,349.5400085449219
2018-08-03,49.779998779296875,355.0,49.16999816894531,342.5299987792969,49.5,347.80999755859375,49.630001068115234,348.1700134277344,22008200.0,13656500.0,48.41621017456055,348.1700134277344
